0.529963 0.918933
-0.313553 0.470057
-0.422203 -0.328204
0.463907 0.665551
0.124405 -0.159635
0.048533 -0.534670
-0.921941 0.174472
0.869158 -0.359238
0.645207 -0.577305
0.388602 0.954498
0.016212 0.723045
-0.366727 0.811359
-0.205403 -0.468111
0.730198 0.651334
0.828342 0.857240
0.650902 0.995131
-0.329755 -0.367102
0.149037 0.523308
-0.717356 -0.703925
-0.445378 -0.825188
0.936979 -0.682643
0.855928 0.331234
-0.142944 -0.401394
-0.192572 0.276939
0.073981 -0.654547
0.933829 -0.884378
-0.313295 -0.652835
-0.820307 0.854087
-0.791415 0.664053
0.274890 -0.905465
-0.288981 -0.607258
0.179896 -0.163432
0.731639 0.855835
-0.846986 -0.039453
